Postcode,Postcode Status,LSOA code,LSOA Name,Index of Multiple Deprivation Rank,Index of Multiple Deprivation Decile,Income Rank,Income Decile,Income Score,Employment Rank,Employment Decile,Employment Score,Education and Skills Rank,Education and Skills Decile,Health and Disability Rank,Health and Disability Decile,Crime Rank,Crime Decile,Barriers to Housing and Services Rank,Barriers to Housing and Services Decile,Living Environment Rank,Living Environment Decile,IDACI Rank,IDACI Decile,IDACI Score,IDAOPI Rank,IDAOPI Decile,IDAOPI Score
NG16 2NJ,Live,E01028106,Broxtowe 016B E01028106,21969,7,19525,6,0.08,20176,7,0.065,15683,5,22959,7,13960,5,29654,10,14668,5,21931,7,0.082,19216,6,0.106
DN22 7PY,Live,E01028015,Bassetlaw 005C E01028015,20148,7,18784,6,0.085,13834,5,0.093,11492,4,14291,5,27069,9,28367,9,30731,10,18520,6,0.108,21455,7,0.091
NG8 4HY,Live,E01013858,Nottingham 025A E01013858,5301,2,4639,2,0.237,4226,2,0.181,4223,2,5147,2,13094,4,19379,6,12056,4,3235,1,0.331,12638,4,0.166
NG8 5GY,Live,E01013931,Nottingham 019B E01013931,14398,5,15678,5,0.105,11286,4,0.108,17458,6,10828,4,12170,4,15319,5,13799,5,21827,7,0.083,14485,5,0.146
NG7 6ND,Live,E01013847,Nottingham 017D E01013847,4065,2,4104,2,0.248,7679,3,0.138,4783,2,4283,2,2935,1,14040,5,3538,2,7002,3,0.248,245,1,0.589
TF2 9SQ,Live,E01014182,Telford and Wrekin 015B E01014182,32242,10,30956,10,0.029,31256,10,0.027,29908,10,25113,8,28885,9,19917,7,32844,10,28543,9,0.043,27636,9,0.058
CW1 4EB,Live,E01018477,Crewe and Nantwich 002C E01018477,5997,2,6636,3,0.2,5370,2,0.165,4056,2,3320,2,8904,3,18846,6,23133,8,8808,3,0.219,7867,3,0.234
CW9 7DT,Live,E01018718,Vale Royal 005D E01018718,25132,8,22866,7,0.064,17744,6,0.074,17836,6,19259,6,30916,10,27098,9,25954,8,19207,6,0.102,29908,10,0.045
PL25 4BZ,Live,E01019047,Restormel 011D E01019047,7549,3,9415,3,0.163,3632,2,0.191,14247,5,7380,3,8490,3,12453,4,13051,4,16837,6,0.122,12639,4,0.166
TR14 7PP,Live,E01018876,Kerrier 007C E01018876,10560,4,14114,5,0.117,12569,4,0.1,17229,6,10012,4,25059,8,7896,3,786,1,15772,5,0.132,16652,6,0.126
PL31 1DD,Live,E01018934,North Cornwall 011C E01018934,21078,7,19391,6,0.081,17297,6,0.076,13453,5,21075,7,24382,8,11654,4,30337,10,17130,6,0.119,23027,8,0.082
CA16 6XU,Live,E01019307,Eden 006B E01019307,25163,8,23117,8,0.063,23075,8,0.055,13820,5,24956,8,27985,9,29379,9,13661,5,22614,7,0.078,23740,8,0.078
CA7 3EZ,Live,E01019082,Allerdale 003B E01019082,15841,5,18733,6,0.085,14556,5,0.089,8924,3,15730,5,18241,6,32470,10,4942,2,24256,8,0.068,18660,6,0.11
CA2 6LB,Live,E01019253,Carlisle 013E E01019253,25252,8,27436,9,0.045,21952,7,0.058,15881,5,19038,6,17636,6,18567,6,32042,10,31341,10,0.025,24484,8,0.074
CA5 7NN,Live,E01019214,Carlisle 013C E01019214,22596,7,24654,8,0.056,16862,6,0.078,19526,6,18736,6,32120,10,8654,3,23926,8,28675,9,0.042,25793,8,0.067
LA13 9BB,Live,E01019168,Barrow-in-Furness 005B E01019168,12293,4,19091,6,0.083,11477,4,0.107,26372,9,4707,2,5836,2,32724,10,3611,2,24632,8,0.065,15613,5,0.135
GL7 4JQ,Live,E01022203,Cotswold 009B E01022203,29885,10,26454,9,0.049,24795,8,0.05,20353,7,29947,10,31891,10,20909,7,28081,9,28853,9,0.041,25439,8,0.069
GL4 6RN,Live,E01022322,Gloucester 011D E01022322,3800,2,3863,2,0.254,4334,2,0.179,3359,2,2490,1,7036,3,7604,3,25454,8,2878,1,0.341,4752,2,0.299
GL14 2AZ,Live,E01022237,Forest of Dean 004B E01022237,7412,3,4017,2,0.25,5052,2,0.169,3887,2,12161,4,16641,6,30084,10,25325,8,2826,1,0.343,5503,2,0.28
GL5 4AX,Live,E01022377,Stroud 004E E01022377,16307,5,12845,4,0.127,10384,4,0.115,13499,5,15477,5,17641,6,23688,8,29248,9,13984,5,0.151,18458,6,0.111
WD23 3AA,Live,E01023559,Hertsmere 012B E01023559,26681,9,27936,9,0.043,24427,8,0.051,28842,9,27798,9,8921,3,25929,8,13561,5,29406,9,0.038,27182,9,0.06
HP23 5JD,Live,E01023421,Dacorum 004B E01023421,31285,10,29946,10,0.034,32713,10,0.011,30696,10,32272,10,25156,8,8720,3,30686,10,30767,10,0.029,25956,8,0.066
SG2 9SW,Live,E01023793,Stevenage 010C E01023793,8315,3,6272,2,0.207,5128,2,0.168,6354,2,12295,4,11258,4,21475,7,22847,7,6108,2,0.265,12250,4,0.171
SG2 0HS,Live,E01023769,Stevenage 004C E01023769,17210,6,13972,5,0.118,12677,4,0.099,10622,4,20596,7,20364,7,20287,7,22990,7,15982,5,0.13,14497,5,0.146
SG13 8AJ,Live,E01023476,East Hertfordshire 017B E01023476,31797,10,30188,10,0.033,30111,10,0.032,32036,10,32533,10,17284,6,18362,6,31368,10,27290,9,0.05,31821,10,0.032
EN8 0JU,Live,E01023302,Broxbourne 008A E01023302,9584,3,10846,4,0.146,9402,3,0.122,4432,2,17935,6,8641,3,5899,2,20881,7,10893,4,0.188,11291,4,0.183
PO30 5QU,Live,E01017293,Isle of Wight 011B E01017293,26844,9,24013,8,0.059,22883,7,0.056,17710,6,21181,7,21945,7,25714,8,30414,10,20036,7,0.095,26894,9,0.061
PO31 8HB,Live,E01017301,Isle of Wight 002A E01017301,28805,9,28779,9,0.039,24038,8,0.052,23250,8,23766,8,29924,10,20388,7,19726,7,29176,9,0.039,27606,9,0.058
PO30 2DX,Live,E01017310,Isle of Wight 008A E01017310,15339,5,17795,6,0.091,16553,6,0.079,16494,6,15914,5,7089,3,9630,3,11256,4,20955,7,0.089,19242,6,0.106
PO30 5QT,Live,E01017293,Isle of Wight 011B E01017293,26844,9,24013,8,0.059,22883,7,0.056,17710,6,21181,7,21945,7,25714,8,30414,10,20036,7,0.095,26894,9,0.061
PE21 6JY,Live,E01026025,Boston 003C E01026025,10182,4,12267,4,0.132,13045,4,0.097,2821,1,13175,5,10958,4,26487,9,5707,2,13198,5,0.159,8239,3,0.226
PE22 8AA,Live,E01026102,East Lindsey 018D E01026102,8103,3,12421,4,0.131,9726,3,0.12,7019,3,13853,5,27738,9,2824,1,1436,1,11117,4,0.185,15462,5,0.136
LN9 6DA,Live,E01026064,East Lindsey 011A E01026064,7017,3,5226,2,0.225,4978,2,0.17,3971,2,9373,3,28271,9,7740,3,29931,10,2838,1,0.342,12702,4,0.165
NR18 0QT,Live,E01026946,South Norfolk 007E E01026946,26503,9,21949,7,0.068,18372,6,0.072,21618,7,21863,7,27350,9,27565,9,30455,10,25702,8,0.06,22847,7,0.083
NR1 2PL,Live,E01026818,Norwich 013C E01026818,5765,2,3954,2,0.251,6391,2,0.152,3267,1,3879,2,13678,5,22971,7,21198,7,2258,1,0.363,5906,2,0.271
NR13 3ER,Live,E01026498,Broadland 018B E01026498,16656,6,13387,5,0.123,12878,4,0.098,8631,3,20056,7,25503,8,18259,6,22702,7,15161,5,0.138,15699,5,0.134
NR12 9DG,Live,E01026776,North Norfolk 013C E01026776,14535,5,16741,6,0.097,14274,5,0.09,13292,5,15423,5,24460,8,18834,6,2358,1,20213,7,0.094,19742,7,0.102
PE14 7HA,Live,E01026721,King's Lynn and West Norfolk 013E E01026721,7101,3,8375,3,0.175,7279,3,0.142,6339,2,7309,3,14817,5,15965,5,3020,1,7371,3,0.242,10609,4,0.191
NR30 5LS,Live,E01026592,Great Yarmouth 003D E01026592,5104,2,4704,2,0.236,3379,2,0.196,3896,2,3867,2,18695,6,18350,6,17353,6,1027,1,0.425,9699,3,0.204
NR3 4BX,Live,E01026843,Norwich 003C E01026843,7846,3,8214,3,0.178,7562,3,0.139,5884,2,5843,2,7955,3,29113,9,9958,4,10544,4,0.193,6139,2,0.265
NN2 6JW,Live,E01027185,Northampton 015B E01027185,8937,3,10939,4,0.145,9195,3,0.124,8343,3,4035,2,11188,4,14733,5,13367,5,14956,5,0.14,5870,2,0.271
NN4 6TP,Live,E01027274,South Northamptonshire 002B E01027274,30598,10,31469,10,0.026,31815,10,0.024,29105,9,31962,10,26582,9,6868,3,27493,9,30648,10,0.03,30516,10,0.042
NN16 9NS,Live,E01027083,Kettering 005C E01027083,1859,1,2228,1,0.299,1538,1,0.242,1010,1,2584,1,4708,2,8433,3,28297,9,2367,1,0.359,6299,2,0.262
NN10 8LF,Live,E01027034,East Northamptonshire 007A E01027034,17619,6,14672,5,0.112,17573,6,0.075,9492,3,17114,6,11343,4,28906,9,22188,7,17610,6,0.115,11462,4,0.18
PE8 4BS,Live,E01027049,East Northamptonshire 002F E01027049,30322,10,28532,9,0.04,28107,9,0.039,26217,8,26211,8,20852,7,22410,7,25387,8,28669,9,0.042,27382,9,0.059
NN11 0QF,Live,E01026987,Daventry 006A E01026987,21722,7,24804,8,0.056,19606,6,0.067,12507,4,19738,7,7834,3,23710,8,30167,10,26949,9,0.052,24966,8,0.071
NN8 2DQ,Live,E01027317,Wellingborough 008A E01027317,7864,3,7238,3,0.191,7041,3,0.145,5767,2,7629,3,9830,3,13641,5,19966,7,5626,2,0.274,12220,4,0.171
TD15 2JF,Live,E01027388,Berwick-upon-Tweed 001E E01027388,6664,3,6022,2,0.211,6494,2,0.151,1706,1,8874,3,15134,5,12668,4,28503,9,2671,1,0.348,11347,4,0.182
NE63 9FZ,Live,E01027549,Wansbeck 003E E01027549,25714,8,31538,10,0.026,22399,7,0.057,21120,7,22986,7,17014,6,7493,3,32653,10,30290,10,0.033,32622,10,0.021
NE47 6LR,Live,E01027488,Tynedale 007C E01027488,18272,6,19930,7,0.078,17626,6,0.075,17149,6,19849,7,28436,9,17064,6,3158,1,23695,8,0.071,18430,6,0.111
OX20 1LP,Live,E01028824,West Oxfordshire 004E E01028824,30836,10,25331,8,0.053,28693,9,0.037,25465,8,30585,10,32192,10,17912,6,27942,9,25374,8,0.062,25211,8,0.07
OX16 9HY,Live,E01028432,Cherwell 006C E01028432,20151,7,16695,6,0.097,19524,6,0.067,16727,6,18546,6,18767,6,29637,10,9809,3,17682,6,0.114,17797,6,0.116
OX18 1BU,Live,E01032953,West Oxfordshire 013H E01032953,28675,9,27702,9,0.044,26799,9,0.044,16575,6,27621,9,23420,8,16757,6,32221,10,25569,8,0.06,30148,10,0.044
OX28 4AX,Live,E01028819,West Oxfordshire 010F E01028819,11859,4,12187,4,0.133,8459,3,0.13,7557,3,12491,4,16228,5,10445,4,30009,10,15518,5,0.135,14124,5,0.15
OX26 2NS,Live,E01028466,Cherwell 014A E01028466,9240,3,10881,4,0.146,12868,4,0.098,4194,2,9484,3,3359,2,16352,5,17886,6,7951,3,0.232,17178,6,0.122
OX5 2NT,Live,E01028511,Cherwell 019C E01028511,27268,9,26350,9,0.049,25696,8,0.047,22332,7,24971,8,20731,7,19214,6,17306,6,22817,7,0.077,30580,10,0.041
BA6 9BY,Live,E01029050,Mendip 011D E01029050,13103,4,9729,3,0.159,9607,3,0.121,12046,4,18083,6,13832,5,12850,4,24690,8,9267,3,0.212,12996,4,0.162
CO10 0NH,Live,E01029891,Babergh 008F E01029891,20974,7,21056,7,0.072,21842,7,0.059,12919,4,25300,8,25218,8,4765,2,25034,8,19413,6,0.1,21406,7,0.091
IP27 0NJ,Terminated,E01029929,Forest Heath 001D E01029929,10821,4,11420,4,0.14,10202,4,0.116,4211,2,10736,4,23908,8,6999,3,28937,9,15165,5,0.138,10268,4,0.196
IP11 9QR,Live,E01030160,Suffolk Coastal 014A E01030160,9449,3,8653,3,0.172,6594,3,0.15,4696,2,6062,2,20948,7,30749,10,26026,8,8113,3,0.23,9916,4,0.201
IP16 4BG,Live,E01030187,Suffolk Coastal 004C E01030187,12342,4,10165,4,0.154,11952,4,0.104,4312,2,17644,6,28914,9,28000,9,7813,3,8917,3,0.218,14684,5,0.144
IP31 3PB,Live,E01030084,Mid Suffolk 004D E01030084,30527,10,31101,10,0.028,32240,10,0.02,21047,7,30313,10,29566,10,10850,4,26403,9,26814,9,0.053,31614,10,0.033
IP2 8PL,Live,E01029969,Ipswich 012B E01029969,6378,2,9937,4,0.156,8162,3,0.133,4998,2,2607,1,6689,3,13092,4,10621,4,6911,3,0.25,19108,6,0.107
TW18 1PF,Live,E01030741,Spelthorne 007D E01030741,19974,7,17630,6,0.092,20565,7,0.063,17156,6,25318,8,19400,6,9703,3,12584,4,14060,5,0.15,21113,7,0.093
RH8 0AB,Live,E01030836,Tandridge 006C E01030836,24998,8,19762,7,0.079,21875,7,0.059,28604,9,16324,5,16992,6,26878,9,24762,8,23312,8,0.074,15560,5,0.135
CV11 4QP,Live,E01031117,Nuneaton and Bedworth 009C E01031117,9653,3,9265,3,0.164,12169,4,0.102,3791,2,10254,4,10001,4,14252,5,17545,6,9200,3,0.213,10287,4,0.196
CV34 6PJ,Live,E01031315,Warwick 012A E01031315,29165,9,26789,9,0.047,26802,9,0.044,26882,9,30567,10,28636,9,7703,3,32521,10,26235,8,0.057,26988,9,0.061
CV10 7PD,Live,E01031050,Nuneaton and Bedworth 008C E01031050,12466,4,13607,5,0.121,15757,5,0.083,11051,4,14187,5,18981,6,1588,1,18634,6,9658,3,0.206,20779,7,0.095
CV34 6XR,Live,E01033255,Warwick 011H E01033255,20294,7,14987,5,0.11,21077,7,0.062,23784,8,16627,6,12026,4,17061,6,21471,7,15574,5,0.134,14233,5,0.149
CV22 6EA,Live,E01031176,Rugby 011E E01031176,9145,3,8294,3,0.176,8765,3,0.128,4592,2,11043,4,8561,3,16380,5,22653,7,9461,3,0.209,8284,3,0.226
PO20 3UE,Live,E01031396,Arun 003D E01031396,19581,6,18761,6,0.085,18905,6,0.069,19146,6,19140,6,24406,8,9923,4,10998,4,19199,6,0.102,18775,6,0.109
PO21 5LH,Live,E01031451,Arun 016D E01031451,5922,2,5662,2,0.218,6636,3,0.149,2775,1,3822,2,18086,6,10365,4,22642,7,8988,3,0.216,3858,2,0.322
BN14 8BG,Live,E01031780,Worthing 005C E01031780,24068,8,24640,8,0.056,24059,8,0.052,12816,4,23854,8,27086,9,31186,10,7935,3,19908,7,0.096,26473,9,0.064
BN17 6FE,Live,E01031409,Arun 009C E01031409,8095,3,9145,3,0.166,9576,3,0.121,3187,1,10283,4,12944,4,9115,3,11758,4,8278,3,0.227,10748,4,0.19
BN15 9QZ,Live,E01031346,Adur 006B E01031346,19544,6,18716,6,0.085,15287,5,0.085,9948,4,19294,6,24702,8,27080,9,16819,6,18971,6,0.104,23100,8,0.081
RH11 0DB,Live,E01031567,Crawley 006D E01031567,19023,6,20274,7,0.076,13900,5,0.092,12622,4,16695,6,21706,7,21692,7,17213,6,16467,6,0.126,27351,9,0.059
NW3 2BQ,Live,E01000902,Camden 012B E01000902,5453,2,2894,1,0.279,4800,2,0.172,13926,5,7757,3,5999,2,10136,4,13865,5,2576,1,0.352,2972,1,0.352
W12 0RQ,Live,E01001955,Hammersmith and Fulham 002A E01001955,4877,2,3289,2,0.268,5151,2,0.168,13481,5,11254,4,2978,1,5673,2,7970,3,4143,2,0.306,1792,1,0.404
N7 0JG,Live,E01002784,Islington 010C E01002784,6145,2,4359,2,0.243,5418,2,0.164,16140,5,6681,3,7578,3,6447,2,13298,5,5214,2,0.282,1018,1,0.456
N1 8PQ,Live,E01002800,Islington 018E E01002800,4590,2,4939,2,0.231,6626,3,0.149,5176,2,10540,4,5420,2,5008,2,2940,1,4469,2,0.298,2719,1,0.363
SE1 9NA,Live,E01003017,Lambeth 036D E01003017,11736,4,13336,5,0.123,12251,4,0.102,22400,7,13907,5,11339,4,8185,3,2817,1,11373,4,0.182,10916,4,0.187
DA15 9AW,Live,E01000461,Bexley 024E E01000461,28207,9,29233,9,0.037,29258,9,0.035,23255,8,31722,10,19870,7,8827,3,20963,7,26867,9,0.053,27811,9,0.057
HA3 0NB,Live,E01000538,Brent 004B E01000538,25022,8,22121,7,0.067,28524,9,0.038,30888,10,30266,10,21614,7,6500,2,11599,4,19407,6,0.1,18358,6,0.112
CR0 7NJ,Live,E01001132,Croydon 018D E01001132,25449,8,25825,8,0.051,23657,8,0.053,21576,7,25014,8,18003,6,13664,5,19076,6,24986,8,0.064,28607,9,0.053
CR0 0AH,Live,E01001081,Croydon 036D E01001081,6015,2,5794,2,0.215,9070,3,0.125,3254,1,6054,2,15711,5,3651,2,15856,5,4500,2,0.297,5030,2,0.291
CR0 4BH,Live,E01001168,Croydon 024E E01001168,13421,5,16531,6,0.099,21297,7,0.061,18835,6,14710,5,8448,3,4722,2,3585,2,15658,5,0.133,16737,6,0.125
CR0 5EF,Live,E01001062,Croydon 026A E01001062,24671,8,19900,7,0.078,22037,7,0.058,25968,8,25010,8,19236,6,15711,5,19776,7,16154,5,0.129,25894,8,0.066
N2 8GA,Live,E01000177,Barnet 029A E01000177,26742,9,25054,8,0.055,31483,10,0.026,27761,9,32421,10,16208,5,13256,5,8862,3,23059,8,0.075,22329,7,0.086
N11 3LS,Live,E01000158,Barnet 015A E01000158,14606,5,12554,4,0.13,14944,5,0.087,21097,7,24692,8,8251,3,8292,3,8183,3,13742,5,0.153,11122,4,0.185
N20 8AZ,Live,E01000279,Barnet 007C E01000279,25843,8,32440,10,0.017,32474,10,0.017,31123,10,32783,10,8570,3,2872,1,21169,7,32041,10,0.019,32404,10,0.025
EN2 6LN,Live,E01001536,Enfield 008B E01001536,15451,5,14137,5,0.116,15577,5,0.083,23606,8,24526,8,8468,3,8333,3,7341,3,12701,4,0.165,16317,5,0.129
N9 8DQ,Live,E01001482,Enfield 023B E01001482,4720,2,4329,2,0.243,6430,2,0.151,7481,3,19917,7,6588,3,581,1,6055,2,3874,2,0.313,5661,2,0.276
IG5 0QW,Live,E01003707,Redbridge 008A E01003707,18419,6,12828,4,0.127,16842,6,0.078,20995,7,28965,9,10937,4,16139,5,13718,5,15629,5,0.134,10293,4,0.196
B30 1HW,Live,E01008956,Birmingham 112D E01008956,18582,6,18350,6,0.087,22288,7,0.057,31624,10,12158,4,18920,6,11233,4,4971,2,26062,8,0.058,9584,3,0.206
WV12 4QZ,Live,E01010380,Walsall 020C E01010380,14663,5,17551,6,0.092,11181,4,0.109,12790,4,10002,4,12343,4,29266,9,11118,4,18706,6,0.106,19708,7,0.102
CH62 8EH,Live,E01007168,Wirral 042D E01007168,4312,2,4744,2,0.235,3181,1,0.199,6566,2,1600,1,18935,6,19034,6,8287,3,3845,2,0.314,7007,3,0.248
BL3 1BT,Live,E01004912,Bolton 024B E01004912,17848,6,17111,6,0.095,14414,5,0.089,15244,5,15021,5,8851,3,32615,10,19070,6,15368,5,0.136,20302,7,0.098
BL6 6HW,Live,E01004781,Bolton 007B E01004781,21281,7,19344,6,0.081,16798,6,0.078,24616,8,15195,5,16080,5,26395,9,16091,5,19391,6,0.1,18103,6,0.114
SK6 3BU,Live,E01005902,Stockport 012D E01005902,3857,2,4501,2,0.24,3587,2,0.192,4519,2,3047,1,5128,2,7226,3,22717,7,7976,3,0.232,3128,1,0.346
SK15 3RR,Live,E01006069,Tameside 009C E01006069,3707,2,2344,1,0.296,3889,2,0.187,5156,2,4212,2,2290,1,22184,7,22694,7,1566,1,0.394,5301,2,0.284
W7 2AH,Live,E01001248,Ealing 035A E01001248,16655,6,13131,4,0.125,15293,5,0.085,22030,7,22791,7,15591,5,8093,3,12350,4,15977,5,0.13,10347,4,0.195
W3 0HW,Live,E01001273,Ealing 020F E01001273,25179,8,27309,9,0.045,29796,10,0.033,30721,10,29959,10,15587,5,7339,3,8307,3,27205,9,0.051,22245,7,0.086
RM13 7BB,Live,E01002373,Havering 027D E01002373,20103,7,16621,6,0.098,20084,7,0.065,11392,4,24287,8,12648,4,22025,7,21329,7,14160,5,0.149,20837,7,0.095
RM13 9XD,Live,E01002344,Havering 029B E01002344,14484,5,13129,4,0.125,13437,5,0.095,9825,3,24723,8,9500,3,12682,4,15612,5,10675,4,0.191,20767,7,0.095
RM12 4AJ,Live,E01002324,Havering 021E E01002324,12735,4,13106,4,0.125,12033,4,0.103,10624,4,14549,5,13999,5,5129,2,22460,7,16551,6,0.125,12109,4,0.172
HA6 1QN,Live,E01002483,Hillingdon 002D E01002483,25352,8,22589,7,0.065,21574,7,0.06,28878,9,22704,7,22612,7,13458,5,19508,6,25293,8,0.062,19392,6,0.105
UB10 8QY,Live,E01002460,Hillingdon 011C E01002460,28811,9,24286,8,0.058,28380,9,0.038,28886,9,27324,9,21425,7,20830,7,16244,5,24399,8,0.067,21876,7,0.088
UB10 0EX,Live,E01002456,Hillingdon 017C E01002456,15086,5,13545,5,0.121,17111,6,0.077,15041,5,13663,5,14780,5,11177,4,10308,4,14246,5,0.148,11849,4,0.175
UB9 6ET,Live,E01002440,Hillingdon 003C E01002440,14167,5,14269,5,0.115,15601,5,0.083,9370,3,11875,4,14958,5,7221,3,25651,8,11411,4,0.181,15854,5,0.133
TW7 6XF,Live,E01002668,Hounslow 014A E01002668,18494,6,17686,6,0.091,18329,6,0.072,19968,7,20681,7,13600,5,7769,3,15566,5,19538,6,0.099,14722,5,0.144
SW20 0JL,Live,E01003447,Merton 016D E01003447,11113,4,9790,3,0.158,11144,4,0.109,21167,7,9946,4,16171,5,4572,2,10655,4,8690,3,0.221,7376,3,0.242
E6 2PS,Live,E01003623,Newham 023E E01003623,7356,3,8078,3,0.179,9989,4,0.117,10683,4,14299,5,10267,4,493,1,11003,4,11490,4,0.181,2352,1,0.378
RM8 1XE,Live,E01032581,Redbridge 034G E01032581,9264,3,7378,3,0.189,10098,4,0.117,12362,4,22040,7,5074,2,5280,2,10949,4,7836,3,0.234,3787,2,0.324
TW12 3HB,Live,E01003829,Richmond upon Thames 020B E01003829,9764,3,9018,3,0.167,7409,3,0.141,15626,5,10924,4,10741,4,8233,3,13349,5,7324,3,0.243,14858,5,0.142
SM5 4NS,Live,E01004108,Sutton 024C E01004108,20903,7,21645,7,0.069,25153,8,0.049,22324,7,24781,8,10927,4,5186,2,16060,5,19501,6,0.1,24482,8,0.074
E4 6ES,Live,E01004389,Waltham Forest 003D E01004389,7533,3,6396,2,0.204,6960,3,0.146,9972,4,16053,5,11120,4,3457,2,10390,4,6560,2,0.256,10271,4,0.196
S71 3EW,Live,E01007436,Barnsley 002B E01007436,9582,3,11816,4,0.137,7361,3,0.141,9993,4,6277,2,3264,1,24003,8,27323,9,9300,3,0.212,20693,7,0.096
DN2 5QD,Live,E01007566,Doncaster 018C E01007566,2603,1,2309,1,0.297,1942,1,0.228,2662,1,2627,1,3694,2,23149,8,23262,8,2501,1,0.354,4540,2,0.304
DN3 2DA,Live,E01007480,Doncaster 014B E01007480,8190,3,8475,3,0.174,8561,3,0.13,4260,2,6166,2,5500,2,26259,8,22936,7,7476,3,0.24,9408,3,0.208
DN5 9DD,Live,E01007518,Doncaster 012D E01007518,15488,5,16535,6,0.099,11742,4,0.105,14502,5,11687,4,9802,3,17468,6,25349,8,13607,5,0.155,16003,5,0.132
BD5 7RR,Live,E01010732,Bradford 048B E01010732,1728,1,1128,1,0.344,2237,1,0.221,2100,1,4233,2,1809,1,15043,5,9568,3,4227,2,0.304,83,1,0.679
HX3 8TL,Live,E01010905,Calderdale 015C E01010905,22413,7,29778,10,0.035,25665,8,0.047,26402,9,21658,7,5865,2,22074,7,5481,2,31778,10,0.022,26720,9,0.062
NE10 9UZ,Live,E01008229,Gateshead 018A E01008229,9243,3,12853,4,0.127,10658,4,0.113,6336,2,5221,2,5193,2,14914,5,18077,6,15261,5,0.137,14797,5,0.143
NE40 3AH,Live,E01008245,Gateshead 002F E01008245,25867,8,21450,7,0.07,21527,7,0.06,28444,9,12499,4,24468,8,28128,9,28580,9,24672,8,0.065,19969,7,0.1
DH3 2LP,Live,E01008175,Gateshead 026D E01008175,6751,3,8133,3,0.179,5867,2,0.158,10221,4,1632,1,6174,2,31518,10,16435,6,7184,3,0.245,12121,4,0.172
NE3 3RU,Live,E01008375,Newcastle upon Tyne 008C E01008375,6623,3,5656,2,0.218,3385,2,0.195,8615,3,4220,2,10685,4,26522,9,30454,10,10661,4,0.191,5239,2,0.286
BS37 7LB,Live,E01015015,South Gloucestershire 006B E01015015,26861,9,28313,9,0.041,27315,9,0.042,20347,7,23614,8,29410,9,5353,2,32454,10,24234,8,0.068,27776,9,0.057
MK42 7EB,Live,E01017515,Bedford 018C E01017515,8466,3,8079,3,0.179,6462,2,0.151,6196,2,10409,4,8823,3,12694,4,24271,8,9799,3,0.204,10204,4,0.197
MK40 4AZ,Live,E01017460,Bedford 008B E01017460,29488,9,30617,10,0.031,31201,10,0.027,31379,10,29546,9,19639,6,6123,2,27949,9,29251,9,0.039,31242,10,0.036
LU5 5PX,Live,E01017601,South Bedfordshire 007B E01017601,7154,3,6242,2,0.207,7940,3,0.135,2614,1,13528,5,4601,2,14303,5,26385,9,5310,2,0.28,8946,3,0.215
DE73 5UB,Live,E01033170,Derby 030G E01033170,23952,8,24280,8,0.058,19590,6,0.067,26521,9,8495,3,26279,9,22925,7,28407,9,26832,9,0.053,23459,8,0.079
DE3 9LL,Live,E01013558,Derby 015C E01013558,23331,8,20677,7,0.074,21657,7,0.059,21609,7,19273,6,18165,6,13571,5,25580,8,15917,5,0.131,30519,10,0.042
BN23 8EJ,Live,E01020930,Eastbourne 001E E01020930,4936,2,4027,2,0.25,3835,2,0.187,1960,1,12075,4,20296,7,3736,2,31254,10,2516,1,0.354,11714,4,0.177
CV13 6HT,Live,E01025817,Hinckley and Bosworth 008A E01025817,29452,9,28541,9,0.04,29250,9,0.035,25065,8,28704,9,26979,9,9463,3,26445,9,24092,8,0.069,28743,9,0.052
LE18 4TA,Live,E01025989,Oadby and Wigston 006E E01025989,9110,3,9674,3,0.159,9804,3,0.119,4774,2,6989,3,11152,4,31532,10,8432,3,6684,3,0.254,13279,5,0.159
LE18 2DT,Live,E01025990,Oadby and Wigston 007A E01025990,24653,8,22980,7,0.063,20259,7,0.064,19370,6,17749,6,20833,7,27825,9,22298,7,22835,7,0.077,22893,7,0.083
B31 4BS,Live,E01009215,Birmingham 126E E01009215,633,1,716,1,0.37,468,1,0.299,4475,2,617,1,5544,2,5548,2,6922,3,1367,1,0.405,1980,1,0.395
B72 1RB,Live,E01009451,Birmingham 009B E01009451,14427,5,19234,6,0.082,17163,6,0.076,21358,7,10881,4,13349,5,17032,6,1630,1,21155,7,0.088,18121,6,0.114
CV1 4BU,Live,E01009630,Coventry 020B E01009630,6004,2,6251,2,0.207,7966,3,0.135,5799,2,6742,3,4626,2,14305,5,6066,2,5143,2,0.284,5532,2,0.279
CV3 2QD,Live,E01009537,Coventry 035C E01009537,7595,3,5862,2,0.214,8449,3,0.13,6839,3,5387,2,9451,3,17739,6,16649,6,5004,2,0.287,7360,3,0.242
CV2 3JS,Live,E01009711,Coventry 013D E01009711,13184,5,13163,5,0.124,13498,5,0.094,10439,4,14248,5,9976,4,24479,8,6937,3,12369,4,0.169,14182,5,0.15
WS10 0DR,Live,E01009966,Sandwell 003C E01009966,5689,2,6001,2,0.212,7192,3,0.143,1362,1,9390,3,14477,5,13880,5,7594,3,5142,2,0.284,10427,4,0.194
WS10 9QS,Live,E01010087,Sandwell 001C E01010087,5025,2,4799,2,0.234,5415,2,0.164,5329,2,6839,3,8082,3,22415,7,2636,1,5833,2,0.27,3761,2,0.325
B36 0UE,Live,E01010237,Solihull 004C E01010237,7805,3,7344,3,0.19,6077,2,0.156,6614,3,10223,4,5423,2,15302,5,22314,7,4385,2,0.299,15223,5,0.139
